Наименование товара;Цена розничная;Минимальная партия, шт;Количество в упаковке;Изображение;Производитель
Рис «Пропаренный» шлифованный, дробленный, 700 г.;3.3;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/8460/00638460/norm/thumbs/00638460.n_1_1000x1000.png.jpg?1684096208;7 г
Макаронные изделия «Pasta Zara» перья, 500 г;3.32;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/8900/00658900/norm/thumbs/00658900.n_1_1000x1000.png.jpg?1684096208;12 г
Макаронные изделия «Barilla» баветте, 450 г;3.34;3;24;https://img.unistore.by/UserFiles/images/catalog/Goods/6670/00976670/norm/thumbs/00976670.n_1_1000x1000.png.jpg?1684355407;"Барилла Г.& Р. Фрателли-СпА-Виа Мантова 166, ПАРМА, Италия; (А) Виа Мантова-166, ПАРМА, Италия; (Ф) С.С. 16 км 684+300, Фоггиа, Италия; (ГГ) км 75 Ламиа Натионал Роад, ГР Тхеве (Атхенс), Греция; ООО «"
Рис «Эколайн» шлифованный, длиннозерный, 900 г;3.39;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/1303/00001303/norm/thumbs/00001303.n_1_1000x1000.png.jpg?1684096208;7 г
Макаронные изделия «Barilla» фузилли, 450 г;3.49;0;12;https://img.unistore.by/UserFiles/images/catalog/Goods/6666/00976666/norm/thumbs/00976666.n_1_1000x1000.png.jpg?1684355407;"Барилла Г.& Р. Фрателли-СпА-Виа Мантова 166, ПАРМА, Италия; (А) Виа Мантова-166, ПАРМА, Италия; (Ф) С.С. 16 км 684+300, Фоггиа, Италия; (ГГ) км 75 Ламиа Натионал Роад, ГР Тхеве (Атхенс), Греция; ООО «"
Макаронные изд.«BARILLA»(Букатини)400г;3.5300000000000002;3;24;https://img.unistore.by/UserFiles/images/catalog/Goods/2386/01642386/norm/thumbs/01642386.n_1_1000x1000.png.jpg?1684355407;"Барилла Г.& Р. Фрателли-СпА-Виа Мантова 166, ПАРМА, Италия; (А) Виа Мантова-166, ПАРМА, Италия; (Ф) С.С. 16 км 684+300, Фоггиа, Италия; (ГГ) км 75 Ламиа Натионал Роад, ГР Тхеве (Атхенс), Греция; ООО """
Макаронные изделия «Barilla» пенне ригате, 450 г;3.5300000000000002;2;14;https://img.unistore.by/UserFiles/images/catalog/Goods/6663/00976663/norm/thumbs/00976663.n_1_1000x1000.png.jpg?1684355407;"Барилла Г.& Р. Фрателли-СпА-Виа Мантова 166, ПАРМА, Италия; (А) Виа Мантова-166, ПАРМА, Италия; (Ф) С.С. 16 км 684+300, Фоггиа, Италия; (ГГ) км 75 Ламиа Натионал Роад, ГР Тхеве (Атхенс), Греция; ООО «"
Макаронные изделия «Barilla» пипе ригате, 450 г;3.5300000000000002;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/6669/00976669/norm/thumbs/00976669.n_1_1000x1000.png.jpg?1684355407;"Барилла Г.& Р. Фрателли-СпА-Виа Мантова 166, ПАРМА, Италия; (А) Виа Мантова-166, ПАРМА, Италия; (Ф) С.С. 16 км 684+300, Фоггиа, Италия; (ГГ) км 75 Ламиа Натионал Роад, ГР Тхеве (Атхенс), Греция; ООО «"
Фасоль белая «МЕЛЬКРУП» 0.6 кг;3.6;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/6994/01786994/norm/thumbs/01786994.n_1_1000x1000.png.jpg?1684571405;"ООО ""Селтинг"", Россия., 241020, г.Брянск, ул.Тухачевского, 3а."
Гречневая крупа «Salus» 800 г;3.65;1;8;https://img.unistore.by/UserFiles/images/catalog/Goods/9916/01409916/norm/thumbs/01409916.n_1_1000x1000.png.jpg?1684571405;TOO «Income Company», М06К9Х9, Карагандинская область, г. Караганда, район имени Казыбек БИ, ул. Омская, строение 1Б, Республика Казахстан.
Макаронные изделия «Reggia» № 62 ракушки, 500 г;3.65;3;24;https://img.unistore.by/UserFiles/images/catalog/Goods/5058/00075058/norm/thumbs/00075058.n_1_1000x1000.png.jpg?1684571405;73 г
Макаронные изделия «Barilla» chifferi rigati, 450 г;3.88;0;14;https://img.unistore.by/UserFiles/images/catalog/Goods/6661/00976661/norm/thumbs/00976661.n_1_1000x1000.png.jpg?1684355407;"Барилла Г.& Р. Фрателли-СпА-Виа Мантова 166, ПАРМА, Италия; (А) Виа Мантова-166, ПАРМА, Италия; (Ф) С.С. 16 км 684+300, Фоггиа, Италия; (ГГ) км 75 Ламиа Натионал Роад, ГР Тхеве (Атхенс), Греция; ООО «"
Изд.мак.«BARILLA»(Elbows) Итал.,500г;4.09;3;14;https://img.unistore.by/UserFiles/images/catalog/Goods/7114/01787114/norm/thumbs/01787114.n_1_1000x1000.png.jpg?1684355407;"Барилла Г.& Р. Фрателли-СпА-Виа Мантова 166, ПАРМА, Италия; (А) Виа Мантова-166, ПАРМА, Италия; (Ф) С.С. 16 км 684+300, Фоггиа, Италия; (ГГ) км 75 Ламиа Натионал Роад, ГР Тхеве (Атхенс), Греция; ООО """
Макаронные изделия «Barilla» Spaghettini, 500 г.;4.09;2;24;https://img.unistore.by/UserFiles/images/catalog/Goods/1905/00371905/norm/thumbs/00371905.n_1_1000x1000.png.jpg?1684355406;"Барилла Г.& Р. Фрателли-СпА-Виа Мантова 166, ПАРМА, Италия; (А) Виа Мантова-166, ПАРМА, Италия; (Ф) С.С. 16 км 684+300, Фоггиа, Италия; (ГГ) км 75 Ламиа Натионал Роад, ГР Тхеве (Атхенс), Греция; ООО """
Макаронные изделия «Barilla» фарфалле, 400 г;4.21;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/6667/00976667/norm/thumbs/00976667.n_1_1000x1000.png.jpg?1684355407;"Барилла Г.& Р. Фрателли-СпА-Виа Мантова 166, ПАРМА, Италия; (А) Виа Мантова-166, ПАРМА, Италия; (Ф) С.С. 16 км 684+300, Фоггиа, Италия; (ГГ) км 75 Ламиа Натионал Роад, ГР Тхеве (Атхенс), Греция; ООО «"
Макаронные изделия «Barilla» Penne Rigate, 500 г.;4.46;2;12;https://img.unistore.by/UserFiles/images/catalog/Goods/3078/00253078/norm/thumbs/00253078.n_1_1000x1000.png.jpg?1684355406;"Барилла Г.& Р. Фрателли-СпА-Виа Мантова 166, ПАРМА, Италия; (А) Виа Мантова-166, ПАРМА, Италия; (Ф) С.С. 16 км 684+300, Фоггиа, Италия; (ГГ) км 75 Ламиа Натионал Роад, ГР Тхеве (Атхенс), Греция; ООО """
Изд.мак.«BARILLA»(Fusilli) Италия,1кг;6.49;2;12;https://img.unistore.by/UserFiles/images/catalog/Goods/7073/01787073/norm/thumbs/01787073.n_1_1000x1000.png.jpg?1684355407;"Барилла Г.& Р. Фрателли-СпА-Виа Мантова 166, ПАРМА, Италия; (А) Виа Мантова-166, ПАРМА, Италия; (Ф) С.С. 16 км 684+300, Фоггиа, Италия; (ГГ) км 75 Ламиа Натионал Роад, ГР Тхеве (Атхенс), Греция; ООО """
Изд.мак.«BARILLA»(Penne Rigate)Итал.,1кг;6.49;2;15;https://img.unistore.by/UserFiles/images/catalog/Goods/7068/01787068/norm/thumbs/01787068.n_1_1000x1000.png.jpg?1684355407;"Барилла Г.& Р. Фрателли-СпА-Виа Мантова 166, ПАРМА, Италия; (А) Виа Мантова-166, ПАРМА, Италия; (Ф) С.С. 16 км 684+300, Фоггиа, Италия; (ГГ) км 75 Ламиа Натионал Роад, ГР Тхеве (Атхенс), Греция; ООО """
Изд.мак.«BARILLA» (Spaghetti) Италия,1кг;6.55;1;12;https://img.unistore.by/UserFiles/images/catalog/Goods/7261/01497261/norm/thumbs/01497261.n_1_1000x1000.png.jpg?1684355407;"Барилла Г.& Р. Фрателли-СпА-Виа Мантова 166, ПАРМА, Италия; (А) Виа Мантова-166, ПАРМА, Италия; (Ф) С.С. 16 км 684+300, Фоггиа, Италия; (ГГ) км 75 Ламиа Натионал Роад, ГР Тхеве (Атхенс), Греция; ООО """
Изд.мак.«BARILLA»(Linguine) Италия,1кг;6.95;3;18;https://img.unistore.by/UserFiles/images/catalog/Goods/7071/01787071/norm/thumbs/01787071.n_1_1000x1000.png.jpg?1684355407;"Барилла Г.& Р. Фрателли-СпА-Виа Мантова 166, ПАРМА, Италия; (А) Виа Мантова-166, ПАРМА, Италия; (Ф) С.С. 16 км 684+300, Фоггиа, Италия; (ГГ) км 75 Ламиа Натионал Роад, ГР Тхеве (Атхенс), Греция; ООО """
Изд.мак.«BARILLA»(Spaghettoni)Италия,1кг;6.96;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/7116/01787116/norm/thumbs/01787116.n_1_1000x1000.png.jpg?1684355407;"Барилла Г.& Р. Фрателли-СпА-Виа Мантова 166, ПАРМА, Италия; (А) Виа Мантова-166, ПАРМА, Италия; (Ф) С.С. 16 км 684+300, Фоггиа, Италия; (ГГ) км 75 Ламиа Натионал Роад, ГР Тхеве (Атхенс), Греция; ООО """
Крупа манная «Salus» 700 г;0.59;3;8;https://img.unistore.by/UserFiles/images/catalog/Goods/9906/01409906/norm/thumbs/01409906.n_1_1000x1000.png.jpg?1684571405;12 г
Хлопья овсяные «Геркулес» 400 г.;0.74;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/1539/00521539/norm/thumbs/00521539.n_1_1000x1000.png.jpg?1684571405;"ООО ""Селтинг"", РФ, 241020, г.Брянск, ул.Тухачевского, 3а"
Крупа ячневая «Бабушкина кухня» ячменная, 500 г.;0.77;3;30;https://img.unistore.by/UserFiles/images/catalog/Goods/6171/00766171/norm/thumbs/00766171.n_1_1000x1000.png.jpg?1684096209;10 г
Хлопья овсяные «Экстра» № 3, 500 г;0.91;3;18;https://img.unistore.by/UserFiles/images/catalog/Goods/1192/00001192/norm/thumbs/00001192.n_1_1000x1000.png.jpg?1684571405;"Филиал ""Новобелицкий комбинат хлебопродуктов"" ОАО ""Гомельхлебпродукт"" г. Гомель, Кореневское шоссе,4"
Крупа перловая «Благая» ячменная, 800 г;0.94;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/1534/00521534/norm/thumbs/00521534.n_1_1000x1000.png.jpg?1684571405;"ООО ""Селтинг"", 241020, г. Брянск, ул. Тухачевского, 3а, Россия."
Крупа ячневая «Бабушкина кухня» ячменная, 700 г;0.95;3;18;https://img.unistore.by/UserFiles/images/catalog/Goods/6172/00766172/norm/thumbs/00766172.n_1_1000x1000.png.jpg?1684571405;"ОАО ""Минский комбинат хлебопродуктов"", г. Минск, ул. Слесарная, 48, Республика Беларусь."
Крупа ячменная «Бабушкина кухня» ячневая №2, 900 г;1.0;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/6173/00766173/norm/thumbs/00766173.n_1_1000x1000.png.jpg?1684571405;10 г
Крупа ячменная ячневая «Gusto» №2, 800 г.;1.04;3;15;https://img.unistore.by/UserFiles/images/catalog/Goods/5573/00855573/norm/thumbs/00855573.n_1_1000x1000.png.jpg?1684528206;"ОАО ""Минский комбинат хлебопродуктов"", г. Минск, ул. Слесарная, 48, Республика Беларусь."
Крупа ячменная перловая «Золотой злак» 1000 г;1.08;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/8173/00418173/norm/thumbs/00418173.n_1_1000x1000.png.jpg?1684096208;9.3 г
Крупа манная «Мелькруп» 700 г.;1.1;12;12;https://img.unistore.by/UserFiles/images/catalog/Goods/1536/00521536/norm/thumbs/00521536.n_1_1000x1000.png.jpg?1684528206;"ООО ""Селтинг"", 241020, г. Брянск, ул. Тухачевского, 3а, Россия."
Крупа ячневая «Столичная мельница» 900 г.;1.21;3;10;https://img.unistore.by/UserFiles/images/catalog/Goods/9636/00469636/norm/thumbs/00469636.n_1_1000x1000.png.jpg?1684355406;10 г
Горох «Бабушкина кухня» шлифованный, 700 г;1.24;3;18;https://img.unistore.by/UserFiles/images/catalog/Goods/2650/00602650/norm/thumbs/00602650.n_1_1000x1000.png.jpg?1684571405;23 г
Хлопья пшенные «Gusto» 400 г;1.31;3;15;https://img.unistore.by/UserFiles/images/catalog/Goods/7685/00777685/norm/thumbs/00777685.n_1_1000x1000.png.jpg?1684571405;"ООО ""Перерабатывающая Компания Агропродукт"", Курская обл., Медвенский р-н., пгт. Медвенка, ул. Советская, д. 69, Россия.."
Горох «Gusto» шлифованный, 800 г;1.3900000000000001;3;15;https://img.unistore.by/UserFiles/images/catalog/Goods/6160/00766160/norm/thumbs/00766160.n_1_1000x1000.png.jpg?1684096209;23 г
Крупа кукурузная «Мелькруп» шлифованная, 700 г;1.3900000000000001;2;12;https://img.unistore.by/UserFiles/images/catalog/Goods/0436/00650436/norm/thumbs/00650436.n_1_1000x1000.png.jpg?1684355406;"ООО ""Селтинг"", 241020, г. Брянск, ул. Тухачевского, 3а, Россия."
Крупа ячневая «Salus» 600 г;1.3900000000000001;1;8;https://img.unistore.by/UserFiles/images/catalog/Goods/9910/01409910/norm/thumbs/01409910.n_1_1000x1000.png.jpg?1684571405;TOO «Income Company», М06К9Х9, Карагандинская область, г. Караганда, район имени Казыбек БИ, ул. Омская, строение 1Б, Республика Казахстан.
Крупа «Мелькруп» пшено шлифованное, 800 г.;1.46;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/1531/00521531/norm/thumbs/00521531.n_1_1000x1000.png.jpg?1684528206;"ООО ""Селтинг"", 241020, г. Брянск, ул. Тухачевского, 3а, Россия."
Крупа манная «Столичная Мельница» 1 кг.;1.58;3;10;https://img.unistore.by/UserFiles/images/catalog/Goods/0986/00220986/norm/thumbs/00220986.n_1_1000x1000.png.jpg?1684096208;10.3 г
Хлопья гречневые «Gusto» 400 г;1.6;3;15;https://img.unistore.by/UserFiles/images/catalog/Goods/7680/00777680/norm/thumbs/00777680.n_1_1000x1000.png.jpg?1684571405;ОАО «Гомельхлебопродукт» 246047, г. Гомель, Кореневское шоссе, 4, РБ.
Горох «Мелькруп» колотый шлифованный, 800 г.;1.63;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/1532/00521532/norm/thumbs/00521532.n_1_1000x1000.png.jpg?1684355406;"ООО ""Селтинг"", 241020, г. Брянск, ул. Тухачевского, 3а, Россия."
Крупа манная «Эколайн» 0.9 кг.;1.6600000000000001;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/0860/00160860/norm/thumbs/00160860.n_1_1000x1000.png.jpg?1684571405;12 г
Рис «Food Collection» бурый, 600 г;1.88;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/0418/00470418/norm/thumbs/00470418.n_1_1000x1000.png.jpg?1684571405;7.4 г
Горох «Бабушкина кухня» колотый, шлифованный, 900 г;1.9;3;15;https://img.unistore.by/UserFiles/images/catalog/Goods/8434/00128434/norm/thumbs/00128434.n_1_1000x1000.png.jpg?1684571405;21 г
Крупа гречн.«СИЛА ПРИРОДЫ» (1с) 0.69кг;1.99;1;14;https://img.unistore.by/UserFiles/images/catalog/Goods/6018/01376018/norm/thumbs/01376018.n_1_1000x1000.png.jpg?1684355407;Новый
Крупа перловая «Salus» 800 г;1.99;3;8;https://img.unistore.by/UserFiles/images/catalog/Goods/9918/01409918/norm/thumbs/01409918.n_1_1000x1000.png.jpg?1684571405;9.3 г
Рис «Фермер» пропаренный 700 г;2.05;3;18;https://img.unistore.by/UserFiles/images/catalog/Goods/6071/00706071/norm/thumbs/00706071.n_1_1000x1000.png.jpg?1684096209;7 г
Крупа гречневая «Фермер» 700 г;2.05;3;18;https://img.unistore.by/UserFiles/images/catalog/Goods/4164/00704164/norm/thumbs/00704164.n_1_1000x1000.png.jpg?1684571405;12.6 г
Крупа пшеничная «Food Collection» булгур, 450 г;2.09;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/1931/00981931/norm/thumbs/00981931.n_1_1000x1000.png.jpg?1684355407;Мемисоглу Тарим Урунлери Тикарет Лтд., Сти, Торослар Мах. Ататурк-8 Блв, Мемисоглу Сит. №:1/1, Акдениз Мерсин, Турция.
Крупа рисовая «Gusto» пропаренная, шлифованная, 800 г;2.19;3;15;https://img.unistore.by/UserFiles/images/catalog/Goods/7062/01287062/norm/thumbs/01287062.n_1_1000x1000.png.jpg?1684528206;340 ккал/ 1450 кДж
Рис «Мелькруп» длинный, 800 г.;2.35;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/1057/00531057/norm/thumbs/00531057.n_1_1000x1000.png.jpg?1684355406;"ООО ""Селтинг"", Россия., 241020, г.Брянск, ул.Тухачевского, 3а."
Крупа рисовая «Бабушкина кухня» шлифованная, 900 г;2.4;3;15;https://img.unistore.by/UserFiles/images/catalog/Goods/7060/01287060/norm/thumbs/01287060.n_1_1000x1000.png.jpg?1684571405;7.1 г...
Хлопья рисовые «Gusto» 400 г;2.51;3;15;https://img.unistore.by/UserFiles/images/catalog/Goods/7686/00777686/norm/thumbs/00777686.n_1_1000x1000.png.jpg?1684571405;"ООО ""Перерабатывающая Компания Агропродукт"", Курская обл., Медвенский р-н., пгт. Медвенка, ул. Советская, д. 69, Россия.."
Рис круглый «Благая» шлифованный, 800 г.;2.6;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/1058/00531058/norm/thumbs/00531058.n_1_1000x1000.png.jpg?1684528206;"ООО ""Селтинг"", 241020, г.Брянск, ул.Тухачевского, 3а, Россия."
Крупа рисовая «Бабушкина кухня» шлифованная, 700 г;2.7;3;18;https://img.unistore.by/UserFiles/images/catalog/Goods/3540/01313540/norm/thumbs/01313540.n_1_1000x1000.png.jpg?1684571405;7 г
Рис «Эколайн» шлифованный, 900 г;2.7199999999999998;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/1331/00001331/norm/thumbs/00001331.n_1_1000x1000.png.jpg?1684571405;7 г
Рис «АЛЕЙКА» (длинн,шлиф) 700г;2.75;1;18;https://img.unistore.by/UserFiles/images/catalog/Goods/5345/01295345/norm/thumbs/01295345.n_1_1000x1000.png.jpg?1684355407;Новый
Чечевица «Мелькруп» благая, 0.8 кг.;2.84;2;12;https://img.unistore.by/UserFiles/images/catalog/Goods/3325/00723325/norm/thumbs/00723325.n_1_1000x1000.png.jpg?1684528206;"ООО ""Селтинг"", 241020, г. Брянск, ул. Тухачевского, 3а, Россия."
Крупа рисовая «Бабушкина кухня» любимая, 900 г;2.95;3;15;https://img.unistore.by/UserFiles/images/catalog/Goods/7069/01287069/norm/thumbs/01287069.n_1_1000x1000.png.jpg?1684571405;7 г...
Крупа рисовая «Gusto» круглозерная, шлифованная, 800 г;3.12;3;15;https://img.unistore.by/UserFiles/images/catalog/Goods/3536/01313536/norm/thumbs/01313536.n_1_1000x1000.png.jpg?1684571405;7 г
Крупа рисовая «Ваш фермер» пропаренная, 700 г;3.19;1;18;https://img.unistore.by/UserFiles/images/catalog/Goods/0111/01310111/norm/thumbs/01310111.n_1_1000x1000.png.jpg?1684571405;ООО «Алтайская крупяная компания» 659314, Алтайский край, г. Бийск, пер. Прямой, домовладения 6, оф. 2, Россия.
Крупа рисовая «Эколайн» Популярная, шлифованная, 890 г;3.29;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/2012/01302012/norm/thumbs/01302012.n_1_1000x1000.png.jpg?1684096209;7 г
Рис «Пропаренный» шлифованный, дробленный, 700 г.;3.3;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/8460/00638460/norm/thumbs/00638460.n_1_1000x1000.png.jpg?1684096208;7 г
Рис «Эколайн» шлифованный, длиннозерный, 900 г;3.39;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/1303/00001303/norm/thumbs/00001303.n_1_1000x1000.png.jpg?1684096208;7 г
Фасоль белая «МЕЛЬКРУП» 0.6 кг;3.6;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/6994/01786994/norm/thumbs/01786994.n_1_1000x1000.png.jpg?1684571405;"ООО ""Селтинг"", Россия., 241020, г.Брянск, ул.Тухачевского, 3а."
Гречневая крупа «Salus» 800 г;3.65;1;8;https://img.unistore.by/UserFiles/images/catalog/Goods/9916/01409916/norm/thumbs/01409916.n_1_1000x1000.png.jpg?1684571405;TOO «Income Company», М06К9Х9, Карагандинская область, г. Караганда, район имени Казыбек БИ, ул. Омская, строение 1Б, Республика Казахстан.
Макаронные изделия «Ligrano» бабочки, 450 г;0.88;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/3016/00483016/norm/thumbs/00483016.n_1_1000x1000.png.jpg?1684571405;14.8 г
Макаронные изделия «Ligrano» бантики, 450 г;0.94;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/3020/00483020/norm/thumbs/00483020.n_1_1000x1000.png.jpg?1684571405;14.6 г
Мак.изд.«СТАРООСКОЛЬСКИЕ»(спаг.гр.А)400г;1.18;3;28;https://img.unistore.by/UserFiles/images/catalog/Goods/8028/01408028/norm/thumbs/01408028.n_1_1000x1000.png.jpg?1684355407;Новый
Макаронные изделия «Лидские» перья, 900 г.;1.2;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/3951/00693951/norm/thumbs/00693951.n_1_1000x1000.png.jpg?1684096209;10.5 г
Макаронные изделия «Пастораль» лапша, 900 г;1.21;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/9550/00269550/norm/thumbs/00269550.n_1_1000x1000.png.jpg?1684269005;10.5 г
Мак.изд.«СТАРООСКОЛЬСК»(рож.ос.гр.А)400г;1.23;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/8037/01408037/norm/thumbs/01408037.n_1_1000x1000.png.jpg?1684355407;Новый
Мак.изд.«СТАРООСКОЛЬСКИЕ»(верм.,грА)400г;1.23;3;18;https://img.unistore.by/UserFiles/images/catalog/Goods/8025/01408025/norm/thumbs/01408025.n_1_1000x1000.png.jpg?1684355407;Новый
Мак.изд.«СТАРООСКОЛЬСКИЕ»(перья,грА)400г;1.23;3;16;https://img.unistore.by/UserFiles/images/catalog/Goods/8029/01408029/norm/thumbs/01408029.n_1_1000x1000.png.jpg?1684355407;Новый
Мак.изд.«СТАРООСКОЛЬСКИЕ»(спир,гр.А)400г;1.23;3;14;https://img.unistore.by/UserFiles/images/catalog/Goods/8024/01408024/norm/thumbs/01408024.n_1_1000x1000.png.jpg?1684355407;Новый
Макаронные изделия «Пастораль» вермишель, 900 г;1.29;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2675/00352675/norm/thumbs/00352675.n_1_1000x1000.png.jpg?1684571405;10.5 г
Макаронные изделия «Пастораль» рожки соломка, 900 г;1.31;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/5753/00165753/norm/thumbs/00165753.n_1_1000x1000.png.jpg?1684571405;10.5 г
Макаронные изделия «Пастораль» рожки, 900 г;1.31;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/1902/00031902/norm/thumbs/00031902.n_1_1000x1000.png.jpg?1684571405;10.5 г
Макаронные изделия «Пастораль» вьюнок, 900 г.;1.35;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/8803/00238803/norm/thumbs/00238803.n_1_1000x1000.png.jpg?1684571405;10.5 г
Макаронные изделия «Пастораль» перья, 900 г;1.35;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/3893/00043893/norm/thumbs/00043893.n_1_1000x1000.png.jpg?1684571405;10.5 г
Макаронные изделия «Пастораль» загадка, 900 г;1.3900000000000001;0;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2914/00102914/norm/thumbs/00102914.n_1_1000x1000.png.jpg?1684571405;10.5 г
Макаронные изделия «Пастораль» перья особые, 900 г;1.3900000000000001;0;12;https://img.unistore.by/UserFiles/images/catalog/Goods/1901/00031901/norm/thumbs/00031901.n_1_1000x1000.png.jpg?1684571405;10.5 г
Макаронные изделия «Пастораль» звездная сказка, 900 г.;1.4;0;12;https://img.unistore.by/UserFiles/images/catalog/Goods/8805/00238805/norm/thumbs/00238805.n_1_1000x1000.png.jpg?1684571405;10.5 г
Макаронные изделия «Пастораль» витушка, 900 г;1.44;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/6150/00466150/norm/thumbs/00466150.n_1_1000x1000.png.jpg?1684571405;10.5 г
Макаронные изделия «Ligrano» вермишель, 750 г.;1.45;3;16;https://img.unistore.by/UserFiles/images/catalog/Goods/0561/00720561/norm/thumbs/00720561.n_1_1000x1000.png.jpg?1684096209;15 г
Макаронные изделия «Столичная мельница» рожки особые, 900 г;1.53;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/0535/00300535/norm/thumbs/00300535.n_1_1000x1000.png.jpg?1684096208;15.2 г
Макаронные изделия «Parata» рожки, 450 г.;1.55;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/3891/00593891/norm/thumbs/00593891.n_1_1000x1000.png.jpg?1684571405;10.4 г
Макаронные изделия «Parata» перья, 450 г.;1.6;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/3893/00593893/norm/thumbs/00593893.n_1_1000x1000.png.jpg?1684096208;10.4 г
Макаронные изделия «Parata» спагетти, 450 г.;1.6;3;36;https://img.unistore.by/UserFiles/images/catalog/Goods/3895/00593895/norm/thumbs/00593895.n_1_1000x1000.png.jpg?1684528206;"ООО ""Продакшен Групп М"", 396420, Воронежская область, г. Павловск, ул. Транспортная, д.7, Россия."
Макаронные изделия «Parata» спиральки, 450 г.;1.6;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/3892/00593892/norm/thumbs/00593892.n_1_1000x1000.png.jpg?1684571405;10.4 г
Макаронные изделия «Столичная Мельница» лапша волнистая, 900 г.;1.62;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/5269/00325269/norm/thumbs/00325269.n_1_1000x1000.png.jpg?1684528206;15.2 г
Макаронные изделия «Ligrano» рожки обыкновенные, 900 г.;1.6800000000000002;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2267/00592267/norm/thumbs/00592267.n_1_1000x1000.png.jpg?1684528206;15 г
Макаронные изделия «Ligrano» перья рифленые, 900 г.;1.69;3;10;https://img.unistore.by/UserFiles/images/catalog/Goods/7331/00597331/norm/thumbs/00597331.n_1_1000x1000.png.jpg?1684096208;15 г
Макаронные изделия «Ligrano» рожки рифлёные, 900 г.;1.69;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/3075/00483075/norm/thumbs/00483075.n_1_1000x1000.png.jpg?1684571405;15 г
Макар«ВСТР.НА КУХНЕ»(греб.грА,в/с)0.45кг;1.8900000000000001;3;15;https://img.unistore.by/UserFiles/images/catalog/Goods/5867/01425867/norm/thumbs/01425867.n_1_1000x1000.png.jpg?1684571405;Новый
Макар«ВСТР.НА КУХНЕ»(пер,гр.А,в/с)0.45кг;1.99;3;15;https://img.unistore.by/UserFiles/images/catalog/Goods/5874/01425874/norm/thumbs/01425874.n_1_1000x1000.png.jpg?1684571405;Новый
Макаронные изделия «Макфа» перья, 400 г.;2.05;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/6830/00606830/norm/thumbs/00606830.n_1_1000x1000.png.jpg?1684355406;11 г
Макаронные изделия «Макфа» вермишель, 400 г.;2.19;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/3618/00573618/norm/thumbs/00573618.n_1_1000x1000.png.jpg?1684355406;11 г
Мак.изд.«МАКФА» (ригатоны) РФ 0.45 кг;2.27;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/8807/00048807/norm/thumbs/00048807.n_1_1000x1000.png.jpg?1684571405;"ОАО ""Макфа"", Россия, 454091, г. Челябинск, Мелькомбинат 2, уч.1 ОАО ""Макфа"", Россия, 456513, Челябинская обл., Сосновский р-н, п. Рощино ОАО ""Свердловский хлебомакаранный комбинат"", Россия, 620027, г."
